barcode,id,label,iiif,FILE
Z156265702,2,page2,"https://iiif.onb.ac.at/images/ABO/Z156265702/00002/358,1757,515,287/full/0/native.jpg",Z156265702_00002_page2_01.jpg
Z156577207,1,page1,"https://iiif.onb.ac.at/images/ABO/Z156577207/00001/0,68,1734,2137/full/0/native.jpg",Z156577207_00001_page1_01.jpg
Z156577207,63,page63,"https://iiif.onb.ac.at/images/ABO/Z156577207/00063/148,94,1190,1332/full/0/native.jpg",Z156577207_00063_page63_01.jpg
Z156577207,80,page80,"https://iiif.onb.ac.at/images/ABO/Z156577207/00080/0,43,1727,2158/full/0/native.jpg",Z156577207_00080_page80_01.jpg
Z156577207,39,page39,"https://iiif.onb.ac.at/images/ABO/Z156577207/00039/153,95,1177,1802/full/0/native.jpg",Z156577207_00039_page39_01.jpg
Z156577207,17,page17,"https://iiif.onb.ac.at/images/ABO/Z156577207/00017/159,94,1194,1466/full/0/native.jpg",Z156577207_00017_page17_01.jpg
Z156577207,56,page56,"https://iiif.onb.ac.at/images/ABO/Z156577207/00056/233,29,1216,1850/full/0/native.jpg",Z156577207_00056_page56_01.jpg
Z156577207,9,page9,"https://iiif.onb.ac.at/images/ABO/Z156577207/00009/94,552,1312,1309/full/0/native.jpg",Z156577207_00009_page9_01.jpg
Z156577207,19,page19,"https://iiif.onb.ac.at/images/ABO/Z156577207/00019/165,68,1189,1855/full/0/native.jpg",Z156577207_00019_page19_01.jpg
Z156577207,27,page27,"https://iiif.onb.ac.at/images/ABO/Z156577207/00027/150,34,1225,1151/full/0/native.jpg",Z156577207_00027_page27_01.jpg
Z156577207,84,page84,"https://iiif.onb.ac.at/images/ABO/Z156577207/00084/0,40,1739,2168/full/0/native.jpg",Z156577207_00084_page84_01.jpg
Z156577207,24,page24,"https://iiif.onb.ac.at/images/ABO/Z156577207/00024/227,78,1181,1394/full/0/native.jpg",Z156577207_00024_page24_01.jpg
